rendimiento
3,435
3,055
3,169
2,419
2,396
2,702
2,399
1,737
2,743
3,331
3,219
2,678
2,898
2,899
2,971
4,076
3,078
3,385
3,499
2,464
2,429
3,469
2,759
3,47
2,98
3,344
2,893
2,976
3,025
2,773
2,936
3,453
3,247
2,983
2,826
3,247
2,79
3,346
2,881
3,535
3,094
2,664
2,736
2,681
3,288
2,786
3,735
3,248
2,896
3,075
3,197
3,306
2,666
2,703
2,812
2,7
2,563
2,366
2,5
2,949
2,271
2,976
2,784
3,294
2,955
3,456
3,153
2,415
2,707
3,007
2,302
3,368
2,916
2,252
2,208
3,283
3,159
3,153
3,271
2,892
2,278
2,928
3,511
2,976
3,104
2,91
2,368
3,017
3,768
3,647
3,242
2,564
2,826
2,692
2,672
3,732
3,249
2,681
2,832
2,86
3,203
2,654
3,112
2,716
3,575
3,47
3,644
3,631
2,813
3,286
2,396
2,569
3,001
3,129
2,857
3,442
3,181
3,46
2,958
2,812
3,224
3,025
3,511
3,136
3,382
3,163
2,934
2,487
2,922
3,065
3,124
2,21
3,453
3,557
3,072
2,923
2,737
3,216
2,626
3,229
2,294
2,67
3,067
3,104
3,281
3,036
4,126
3,543
3,722
2,882
2,623
3,772
3,151
2,986
2,515
3,019
3,394
3,291
2,929
3,173
3,668
3,123
3,453
3,315
3,691
3,3
2,792
3,084
3,198
2,883
3,309
2,32
3,154
3,34
2,319
2,431
2,673
3,094
3,036
3,074
2,959
3,543
3,128
4,029
3,371
3,321
3,271
3,057
2,965
2,688
2,737
3,014
2,936
3,194
2,527
2,509
3,315
3,7
4
4,2
