precio
3,87888
3,851848
3,825593
3,789855
3,743841
3,710886
3,699572
3,696103
3,700561
3,634687
3,635742
3,658678
3,715034
3,74762
3,743604
3,716981
3,679839
3,671988
3,676554
3,714791
3,731939
3,772761
3,807329
3,855029
3,910021
3,958907
4,003508
4,015121
4,027849
4,016203
3,966701
3,892636
3,876189
3,867444
3,875981
3,86995
3,909821
3,93847
3,930452
3,917011
3,897315
3,913222
3,92019
3,941193
3,92888
3,915417
3,947004
3,974622
3,944684
3,935349
3,955848
4,010782
4,067829
4,114311
4,102643
4,082103
4,072269
4,044103
4,043051
4,059235
4,127618
4,150567
4,163249
4,140273
4,109069
4,074652
4,088997
4,078385
4,06337
4,044979
4,07278
4,149937
4,186316
4,207227
4,239454
4,267597
4,308784
4,30366
4,347694
4,358758
4,369828
4,376888
4,40806
4,427836
4,425086
4,425565
4,44594
4,459682
4,4533
4,45667
4,489984
4,506013
4,478813
4,486274
4,471753
4,455045
4,454812
4,453417
4,443357
4,429149
4,443239
4,46809
4,486387
4,504797
4,497696
4,462569
4,435567
4,419924
4,414373
4,458525
4,467516
4,476427
4,4628
4,455045
4,423289
4,394449
4,370966
4,383026
4,394573
4,391729
4,376134
4,387263
4,373364
4,350923
4,313614
4,321746
4,355298
4,396299
4,460607
4,559545
4,656338
4,698478
4,706734
4,654532
4,621437
4,55598
4,544145
4,504023
4,514479
4,527965
4,555244
4,548176
4,531524
4,46935
4,443945
4,408303
4,444532
4,460144
4,551558
4,549657
4,562054
4,582515
4,627323
4,661645
4,694828
4,669927
4,617889
4,613436
4,630253
4,643718
4,643621
4,647942
4,649378
4,70989
4,741797
4,768734
4,792894
4,860277
4,932385
4,981481
4,976527
5,018934
5,052289
5,131022
5,156639
5,189339
5,153292
5,106975
5,080659
5,074674
5,107762
5,126698
5,221058
5,229074
5,263519
5,286751
5,315224
5,320226
5,300315
5,318757
5,32047
5,322717
5,355926
5,381371
5,361245
5,33518
5,345058
5,395762
5,44458
5,446996
5,432061
5,471892
5,490177
5,503419
5,482013
5,532955
5,581464
5,619458
5,611594
5,597644
5,578106
5,604478
5,602488
5,619313
5,609435
5,579654
5,543731
5,53149
5,515121
5,514839
5,481555
5,467343
5,451553
5,427282
5,420181
5,397121
5,441292
5,504396
5,552533
5,561527
5,563063
5,5576
5,58105
5,612033
5,620002
5,645412
5,636645
5,600863
5,571089
5,556403
5,546427
5,515322
5,52302
5,534811
5,534298
5,528476
5,483634
5,477676
5,500482
5,537846
5,54549
5,56195
5,59259
5,617716
5,682252
5,714887
5,744508
5,727987
5,720574
5,699507
5,717981
5,754444
5,83703
5,883517
5,907702
5,888241
5,868421
5,872484
5,890179
5,875352
5,840729
5,836096
5,842965
5,85596
5,842152
5,883434
5,933173
5,9378
5,886604
5,82715
5,784348
5,816784
5,847392
5,88727
5,924416
5,934683
5,921632
5,929749
5,942379
5,954386
5,99431
5,982953
6,007781
6,046071
6,108825
6,132704
6,125536
6,122953
6,143198
6,173369
6,185653
6,192506
6,205547
6,216406
6,261931
6,300272
6,322942
6,373712
6,385161
6,364716
6,354492
6,381901
6,415915
6,438487
6,430767
6,423507
6,428105
6,414344
6,388797
6,367432
6,357738
6,325273
6,311608
6,315105
6,344671
6,376506
6,372159
6,314761
6,257802
6,231976
6,282042
6,311172
6,314381
6,331004
6,273066
6,256613
6,181506
6,138159
6,07677
6,045029
6,045692
6,040778
6,02929
5,982146
5,94377
5,918248
5,933703
5,918302
5,865504
5,797425
5,763308
5,745308
5,762492
5,769976
5,767883
5,772095
5,743356
5,729353
5,702548
5,683512
5,681775
5,686772
5,687518
5,646189
5,644775
5,620437
5,679968
5,672876
5,66926
5,649045
5,642545
5,579956
5,564827
5,576782
5,660875
5,717225
5,778395
5,794506
5,809283
5,859817
5,926953
5,993313
6,034404
6,053429
6,069513
6,024996
6,03873
5,991789
5,931077
5,886021
5,898554
5,957623
5,974725
5,943508
5,922463
5,961186
6,000325
6,007486
6,004504
5,987381
5,949731
5,923855
5,91666
5,927646
5,888933
5,828445
5,763685
5,757418
5,724728
5,684056
5,664383
5,6458
5,650276
5,63718
5,644422
5,6657
5,674045
5,653962
5,618007
5,609399
5,591323
5,575153
5,531728
5,503663
5,480639
5,471977
5,471598
5,481264
5,533429
5,561566
5,552688
5,516288
5,448933
5,425567
5,452539
5,495117
5,509793
5,558101
5,561643
5,605729
5,638497
5,667015
5,619059
5,596346
5,580258
5,566702
5,552688
5,568192
5,609252
5,654767
5,692351
5,702448
5,711949
5,743035
5,81165
5,882486
5,970445
6,024512
6,042633
6,034716
6,015474
6,000152
6,004948
6,012296
5,97195
5,941328
5,90498
5,853351
5,791366
5,745308
5,758807
5,769633
5,800788
5,823608
5,819964
5,813235
5,805737
5,82275
5,820795
5,866185
5,903507
5,89828
5,922114
5,955267
5,995432
5,940171
5,904571
5,884742
5,920425
5,964453
6,044745
6,037847
6,01976
6,008887
6,051477
6,096838
6,121484
6,097153
6,037871
6,01908
5,982701
6,012051
6,019031
6,046734
6,028206
5,995481
6,000672
5,995357
5,971542
5,960773
5,926232
5,936956
5,928924
5,938512
5,913179
5,864171
5,835746
5,841194
5,833289
5,810362
